"Date","REGN.Open","REGN.High","REGN.Low","REGN.Close","REGN.Volume","REGN.Adjusted"
"2020-01-10",384.619995117188,386.100006103516,380,381.410003662109,568100,378.285614013672
"2020-01-13",380.010009765625,380.339996337891,375.130004882812,378.929992675781,637200,375.825897216797
"2020-01-14",378.299987792969,388.420013427734,375.570007324219,387.619995117188,638900,384.444732666016
"2020-01-15",387.420013427734,396.470001220703,387.420013427734,390.75,680700,387.549102783203
"2020-01-16",393.170013427734,394,381.820007324219,385.570007324219,620500,382.411499023438
"2020-01-17",386.100006103516,386.600006103516,382.529998779297,385.940002441406,862800,382.778472900391
"2020-01-21",385.899993896484,386.309997558594,363.679992675781,363.709991455078,1488400,360.730590820312
"2020-01-22",365.720001220703,367.140014648438,356.459991455078,359.140014648438,1320300,356.198028564453
"2020-01-23",359.420013427734,360.450012207031,354.209991455078,356.600006103516,737600,353.678833007812
"2020-01-24",359.910003662109,359.910003662109,343.089996337891,345.279998779297,1103100,342.451599121094
"2020-01-27",341.200012207031,343.320007324219,336.170013427734,339.420013427734,775000,336.639556884766
"2020-01-28",341.600006103516,345.769989013672,337.299987792969,344.079986572266,729500,341.261383056641
"2020-01-29",346.25,347.970001220703,338.899993896484,339.25,558600,336.470947265625
"2020-01-30",335.679992675781,337.570007324219,331.570007324219,336.179992675781,664100,333.426147460938
"2020-01-31",333.170013427734,338.980010986328,328.130004882812,337.940002441406,988600,335.171722412109
"2020-02-03",339.690002441406,347,339.390014648438,341.119995117188,930100,338.325622558594
"2020-02-04",347.899993896484,359.489990234375,347.619995117188,356,956800,353.083801269531
"2020-02-05",364.839996337891,376.679992675781,363,372.160003662109,1404400,369.111358642578
"2020-02-06",385.529998779297,394.679992675781,375.029998779297,389.850006103516,1605500,386.656463623047
"2020-02-07",391.070007324219,391.369995117188,378.510009765625,381.869995117188,1172400,378.741790771484
"2020-02-10",378.160003662109,389.839996337891,377.440002441406,386.209991455078,939500,383.046264648438
"2020-02-11",390.209991455078,398,387.980010986328,396.75,992800,393.499938964844
"2020-02-12",398.130004882812,407.049987792969,397.640014648438,406.299987792969,1076200,402.971649169922
"2020-02-13",406.440002441406,408,398.100006103516,398.809997558594,656800,395.543060302734
"2020-02-14",399.100006103516,402.089996337891,393.390014648438,399.549987792969,536800,396.276977539062
"2020-02-18",396.820007324219,402,395.010009765625,397.649993896484,512200,394.392547607422
"2020-02-19",397.859985351562,402.209991455078,395.309997558594,400.809997558594,564000,397.526641845703
"2020-02-20",399.899993896484,401.089996337891,393.760009765625,399.140014648438,660800,395.870391845703
"2020-02-21",396.070007324219,404.540008544922,392.859985351562,403.149993896484,655300,399.847473144531
"2020-02-24",395.540008544922,426.359985351562,386.839996337891,425.380004882812,2959700,421.895416259766
"2020-02-25",437.25,457.600006103516,437,442.350006103516,3568800,438.726409912109
"2020-02-26",444.019989013672,461.339996337891,442.440002441406,457.920013427734,2299300,454.168853759766
"2020-02-27",468.559997558594,470,430.700012207031,431.609985351562,2093500,428.074340820312
"2020-02-28",422.369995117188,445.049987792969,418.220001220703,444.570007324219,1591000,440.92822265625
"2020-03-02",445,465.510009765625,445,464.75,1713100,460.942901611328
"2020-03-03",454.720001220703,467.690002441406,448.109985351562,461.549987792969,1210600,457.769104003906
"2020-03-04",467.959991455078,494.559997558594,467.130004882812,493.480010986328,1960700,489.437561035156
"2020-03-05",480.940002441406,500,480,488.170013427734,1270200,484.171051025391
"2020-03-06",477.290008544922,496.989990234375,477,494.429992675781,1130700,490.379730224609
"2020-03-09",466.940002441406,486.690002441406,466.149993896484,474.440002441406,1344100,470.553558349609
"2020-03-10",488.450012207031,488.709991455078,460.799987792969,475.019989013672,1390500,471.128753662109
"2020-03-11",479.109985351562,485.980010986328,459.609985351562,464.700012207031,1351800,460.893310546875
"2020-03-12",444.359985351562,451.959991455078,426.100006103516,431.890014648438,1627800,428.352081298828
"2020-03-13",445.010009765625,466.040008544922,418.010009765625,465.549987792969,1380700,461.736297607422
"2020-03-16",452.510009765625,484.579986572266,433.820007324219,440.829986572266,1926300,437.218811035156
"2020-03-17",494,512.97998046875,473,491.690002441406,3856500,487.662231445312
"2020-03-18",495.779998779297,499,455.559997558594,485,2529500,481.027008056641
"2020-03-19",483.929992675781,518,469.450012207031,489.829986572266,2358200,485.817443847656
"2020-03-20",493.010009765625,499.5,435.010009765625,438.450012207031,2027000,434.858367919922
"2020-03-23",449.839996337891,477,433.279998779297,455.630004882812,1829300,451.897613525391
